Restaurant,Reviewer,Review,Rating,Metadata
The Fisherman's Wharf,Venkateshwar Jayakanth,Be wary when you visit in summer. Very hot and not ventilated properly. Average food. Alcohol content in drinks are below average. Ambiance is good,2,"9 Reviews , 206 Followers"
The Fisherman's Wharf,Rajen_6packfoodie,"#6packfoodie goes The Fisherman's Wharf!

Food:5/5 (why 3/5 in the main review then??)
Ambience: 5/5
Courtesy and staff: 1/5
Zomato gold experience: 1/5

When we reserve table, we expect to get the seat preference. I booked the table for 2 with seat preference as Outdoor seating. The issue was the lady who was attending us directly said that you've booked indoor seating, when i did show the details about my booking then she said ""Outdoor seating cannot be reserved"". If this is the case can you guys please update the same in your page. Disappointed.

Finally after the discussion, we decided to sit on the upper floor with a good view, since Outdoor seating cannot be reserved even with the prior booking. Moving on lets go to food.

Ambience: The entire olace has goan vibe to it. The area is huge and there is a lot space between tables. The sections are divided into shack like structures named after the beaches in Goa.

Drinks: LIIT, one of the best LIITs I had in Hyderabad. The lime mint juice was also tasty.

Food: Ordered beef chilly fry. The tenderness of the meat was perfect. Spice level, presentation was worth the price. They have ""as per size"" menu for their specialities such as lobsters, prawns, Pomfret. We had chose the butter garlic tiger prawns. Again, the presentation and the taste was class apart. The spice balance was fantastic.

Now comes the worst zomato gold experience.

Before ordering as you woukd expect, i unlocked my zomato gold, which means the lowest priced dish is complimentary (beef chilly fry in my case, since it was lower priced among the two).

The guy who served us didn't come with the bill. Another guy came up, saying we cannot give you the lower priced dish as complementary, because ""as per size"" menu is not included in the zomato gold. Which means you have to pay for everything!!!

This was never mentioned anywhere, neither it was informed to us by the guy who served us amd later camouflaged somewhere.

We had to pay for the entire bill, irrespective of the zomato gold because of unawareness of the staff.

Later ordered one more dish as a take away, which was made complementary.

If potion size and value for money is what you're looking for then this olace is not for you. If you're a sea food lover and want goan ambience in Hyderabad, then thumbs up.

Peace✌🏻",3,"55 Reviews , 682 Followers"
The Fisherman's Wharf,Anuradha,"PERFECT FOR DATE NIGHTS!!!

Beautiful place, with great food and amazing cocktails. Especially there Raspberry LIIT's. Great options for both vegetarian and non vegetarians. You can order anything from the menu and I can assure you it will be great. The only set back is the service. Really slow, just place your order in one go.",4,"7 Reviews , 10 Followers"
The Fisherman's Wharf,Nilesh Rana,"I had a serendipitous encounter with this place on a friday night, while we were driving along the Financial District road to enjoy the cool breeze post a day with shitload of work. As we entered the place, I was just mesmerized by the #beachvibes that it was radiating. The place was already full by 9p.m., but we couldn't resist taking a walk and absorbing the mood. Thereafter, we decided to wait for 15 mins as we are already head over heels by then. The food and drinks were commensurate to the hype and totally satiated our buds. I would definitely recommend this place if you want to get reminiscent of one of you Goa trips.",5,"9 Reviews , 109 Followers"
The Fisherman's Wharf,Gautham Maheswaran,"Goan food at its best! This place is as good as it's sister outlet in Goa. Mimicking the Goan ambience, this place is breezy and beautiful for an evening dining experience.

The food had great flavours, brilliantly cooked juicy prawns and the coconut sambol like side just tingle your taste buds. The southern fish fry and masala fried prawns are a delight! Great lighting and courteous staff.

Tried the south indian fish curry and rice. Probably not the best I've had, but all the other dishes made up for this.

Must try: masala fried prawns, kadhai jhinga, mutton xacuti, pinwheel delight (mushrooms)

Would give it a 4.5/5 just because of the prawns!",4,"52 Reviews , 123 Followers"
The Fisherman's Wharf,Shivani Balmuri,Very bad,1,"2 Reviews , 20 Followers"
The Fisherman's Wharf,Monika Pandey,"this place is really good n relaxing because of the ambiance.. loved the place, food was good.. it’s worth giving a try. live music is an add on to this",4,"6 Reviews , 47 Followers"
The Fisherman's Wharf,Nilkanth C Patil,"Wonderful ambiance one of the must go places in Hyderabad...., good food.... however reduced one star coz they have stopped their brewery and serving draught beer...",4,"2 Reviews , 31 Followers"
The Fisherman's Wharf,Moonis Ahmed,"Went here for lunch with friends given this was near our place. Had heard rave reviews so decided to give it a try. 

During lunchtime, the place had few patrons but the service was good. We took an outside seating. 

Ordered a nachos platter, chicken drums of heaven, tawa murg khatta pyaz and kadhai chicken. Accompanied with butter naan.

The nachos were crisp and came with delicious toppings of salsa and cream cheese. The chicken dishes were delicious and each had its own distinct taste. The chicken pieces themselves were quite chunky and juicy. We really liked chicken drums of heaven with its crunchy outer covering from the batter and juicy inside. 

Overall, the dishes were a must try. With a large menu and varieties, I know I'll be coming back here again for sure to try their signature fish, prawns, and lobster fare.

Ambiance - 5/5
Service - 4/5
Food - 5/5
Value for Money - 4/5",4,"160 Reviews , 754 Followers"
The Indi Grill,Harikrishna Prabhu,Went here for a team outing. The restaurant caters to masses from the corporate sector. Not great spread on the buffet. The starters were either too spicy or undercooked. The main course spread was below average. The fresh jalebi was a good addition to the otherwise below average dessert spread.,2,"1 Review , 1 Follower"
The Indi Grill,Chandann Reddy,Went with high expectations as it was BY mothi mahal with a concept like AB’s and barbecue nation... must say the food was not up to the mark!!! The service was exceptional and good ambience but not the food.... spread was decent.... hopefully they will improve,3,"302 Reviews , 228 Followers"
The Indi Grill,Anil Kumar Ippili,Food is very good. staff is very friendly and ambience is also good. jilebi with rabdi is very good. shakil and Raza were very friendly and served us with ease.,4,"6 Reviews , 9 Followers"
The Indi Grill,Sriparna Dutta,"Food is really good, service is also awesome by Raza, Ritam and Ashraf. The staff is very polite.
This seems like a great place to be with friends and family.",5,"3 Reviews , 12 Followers"
The Indi Grill,TheHungryGuy,Great food with amazing service. The variety in dishes is pretty good. Loved the service by Mr. Subendhu and Mr. Upendra. They did everything possible to make the experience great. Highly recommend for office parties and big group dine-outs.,4,"42 Reviews , 314 Followers"
The Indi Grill,Satyadivyak,"Went with our friends for a casual lunch on Friday
As usual it was Soo rush and waiters and staff over there are in hurry to serve us fast and want to throw us out of the restaurant.😐
Yeahh it’s fine we can understand but there should be a polite way to convey the same,it should not be like ur time is done..leave now..leave now...
That is a negative of the management over there.
Coming to the food
For veg..the starters are only 3....potato..crispy corn and mushroom and on the grill pineapple and paneer. Not a worthy starters for veg
For non veg...starters were good..there are all varieties of non vegetarian on grill and served in plates
Main course...Not at all worthy...and not tasty..🤢
Only one rice item..tasteless and curries and other items were not tasty
Salads were good
Chat items not worthy
Deserts are good..3 desi sweets and as usual pastries cakes and pudding
And lastly the people working over there forces us to give 5 rating on zomato even before we complete our lunch and leave out.
They want us to give the rating infront of them
Finally
Ambience-3/5
Food-2/5
Service-4/5",2,"14 Reviews , 3 Followers"
The Indi Grill,Amar,"Indigrill serving it's best grill and buffet in HYDERABAD, Overalla had a very good experience here. Definitely I will suggest this restaurant to everyone. The foods having really amazing taste. And all the staffs are very polite and well mannered. Mr suvendu and Narendra served us the best.",5,"1 Review , 1 Follower"
The Indi Grill,Sanjay Krishna,Great ambience to start with. Taste and quality good. The only concern is that the variety is less. Service is decent. Surender our steward for the lunch was very patient and helpful.,3,"1 Review , 1 Follower"
The Indi Grill,Deepthi Sagar,"Narendra and ritam have served us good.We have enjoyed the food with our team,both in Veg and non veg they have pretty good options to choose",5,"1 Review , 18 Followers"
